id,age,category_id,college,depth_position,depth_rank,dob,espn_id,experience,first_name,height,is_active,is_rookie,last_name,league_id,name,number,position,position_group,race,role_id,slug,sports_reference_id,team_id,url,weight,yahoo_id,ast,ast_pct,blk,blk_pct,date,draft_kings_fp,draft_kings_ratio,draft_kings_salary,draft_street_daily_fp,draft_street_daily_ratio,draft_street_daily_salary,draftday_fp,draftday_ratio,draftday_salary,draftster_fp,draftster_ratio,draftster_salary,dreb,dreb_pct,drtg,efg,fanduel_fp,fanduel_ratio,fanduel_salary,fantasy_aces_fp,fantasy_aces_ratio,fantasy_aces_salary,fantasy_feud_fp,fantasy_feud_ratio,fantasy_feud_salary,fantasy_score_fp,fantasy_score_ratio,fantasy_score_salary,fanthrowdown_fp,fanthrowdown_ratio,fanthrowdown_salary,fga,fgm,fta,ftm,game_play_probability,game_start,minutes,nba_game_id,nba_team_id,nerd,opponent_id,oreb,oreb_pct,ortg,p3a,p3m,pf,pts,season,star_street_fp,star_street_ratio,star_street_salary,stl,stl_pct,tov,tov_pct,treb,treb_pct,ts,usg,yahoo_fp,yahoo_ratio,yahoo_salary
280,28,0,,SF,3,1983-04-20,2760,6,Danny,81,False,False,Granger,2593,Danny Granger,33,SF,2,4,0,danny-granger,grangda01,8,,228,3943,0.1,0.042,0.0,0.008,2015-11-21,1.13,0.0,0,0.83,0.0,0,1.08,0.0,0,1.03,0.0,0,0.2,0.084,104.5,0.7,1.01,0.0,0,1.03,0.0,0,0.83,0.0,0,1.08,0.0,0,1.08,0.0,0,0.5,0.2,0.1,0.0,0.18,0.02,2.1,19580,8,-0.8,30,0.1,0.031,83.3,0.3,0.1,0.2,0.6,2016,1.0,0.0,0,0.0,0.009000000000000001,0.1,0.10099999999999999,0.3,0.057,0.551,16.4,1.06,0.0,0
283,25,0,,PG,1,1986-05-04,3438,3,George,74,True,False,Hill,2963,George Hill,3,G,3,6,0,george-hill,hillge01,11,,180,4488,4.6,0.243,0.3,0.006,2015-11-21,34.7,5.78,6000,27.9,0.0,0,33.63,3.02,11150,31.83,4.61,6900,3.6,0.11900000000000001,103.2,0.655,32.24,5.12,6300,32.45,6.49,5000,27.9,0.32,87400,33.5,5.78,5800,33.65,0.0,0,14.5,6.7,4.6,3.3,1.0,1.0,35.9,19578,11,8.55,16,0.6,0.018000000000000002,112.4,5.6,2.4,2.6,19.0,2016,31.3,0.0,0,1.4,0.021,2.1,0.11800000000000001,4.2,0.067,0.575,23.3,33.44,11.53,29
297,21,0,,C,1,1990-06-04,4260,1,Greg,83,True,False,Monroe,3108,Greg Monroe,10,FC,2,5,0,greg-monroe,monrogr01,16,,253,4722,2.1,0.113,0.7,0.015,2015-11-21,35.63,4.81,7400,29.38,0.0,0,32.33,2.28,14150,33.03,4.35,7600,7.0,0.248,102.5,0.508,32.47,4.22,7700,32.98,5.07,6500,29.38,0.26,115000,34.13,4.61,7400,32.98,0.0,0,12.0,6.1,4.7,3.4,1.0,1.0,34.0,19578,16,4.77,11,3.1,0.10400000000000001,108.3,0.0,0.0,2.5,15.7,2016,32.45,0.0,0,1.2,0.02,2.3,0.14800000000000002,10.1,0.174,0.558,22.0,32.47,9.55,34
299,25,0,,PG,2,1986-04-21,3235,4,Rodney,77,True,False,Stuckey,2840,Rodney Stuckey,3,G,3,5,0,rodney-stuckey,stuckro01,11,,205,4293,2.6,0.21600000000000003,0.2,0.006,2015-11-21,17.83,4.69,3800,14.08,0.0,0,16.68,2.38,7000,16.58,3.53,4700,1.9,0.096,103.5,0.495,16.76,3.57,4700,16.88,4.22,4000,14.08,0.22,65400,17.58,4.63,3800,17.13,0.0,0,8.7,3.5,2.1,1.7,0.99,0.22,21.8,19578,11,-2.26,16,0.4,0.016,98.8,1.7,0.5,1.4,9.5,2016,16.23,0.0,0,0.8,0.02,1.4,0.135,2.3,0.057,0.496,23.2,17.01,10.01,17
304,23,0,,SF,2,1988-06-22,3554,2,Omri,81,True,False,Casspi,2987,Omri Casspi,18,SF,2,2,0,omri-casspi,casspom01,26,,225,4628,1.9,0.09300000000000001,0.4,0.01,2015-11-21,28.6,6.36,4500,23.15,0.0,0,27.4,3.22,8500,26.9,5.85,4600,5.5,0.188,105.6,0.628,26.39,6.28,4200,26.75,6.69,4000,23.15,0.33,69800,28.0,7.37,3800,27.35,0.0,0,11.0,5.5,3.6,1.9,1.0,0.53,32.4,19577,26,-0.46,22,1.7,0.066,104.6,3.0,1.2,2.4,14.6,2016,26.28,0.0,0,1.0,0.017,2.5,0.16899999999999998,7.2,0.125,0.582,21.4,26.99,19.28,14
318,25,0,,PG,2,1986-04-11,3231,4,Ramon,75,True,False,Sessions,2884,Ramon Sessions,3,G,3,5,0,ramon-sessions,sessira01,30,,190,4333,2.3,0.248,0.1,0.003,2015-11-21,11.95,3.62,3300,9.6,0.0,0,11.33,1.87,6050,10.93,3.42,3200,1.7,0.135,107.3,0.483,11.15,2.86,3900,11.25,2.92,3850,9.6,0.18,52900,11.75,3.92,3000,11.45,0.0,0,4.7,1.8,1.3,0.9,0.93,0.06,14.5,19580,30,-2.5,8,0.3,0.021,99.1,0.9,0.4,1.1,5.1,2016,10.68,0.0,0,0.5,0.019,1.0,0.151,2.0,0.076,0.485,19.1,11.35,8.73,13
319,20,0,,PF,1,1991-03-13,6474,0,Tristan,80,True,False,Thompson,3196,Tristan Thompson,13,FC,2,6,0,tristan-thompson,thomptr01,5,,225,4884,0.7,0.034,1.1,0.028999999999999998,2015-11-21,25.38,5.29,4800,22.38,0.0,0,24.1,2.98,8100,24.98,5.2,4800,6.4,0.23800000000000002,107.7,0.529,24.45,4.61,5300,24.93,5.87,4250,22.38,0.31,73200,25.38,6.35,4000,24.93,0.0,0,7.7,4.1,3.3,1.8,1.0,1.0,30.1,19579,5,4.35,1,3.1,0.114,119.0,0.0,0.0,2.9,10.1,2016,24.75,0.0,0,0.3,0.006999999999999999,0.9,0.09,9.5,0.175,0.553,15.3,24.45,12.23,20
320,29,0,,C,2,1982-09-28,2419,7,Anderson,83,True,False,Varejao,2509,Anderson Varejao,17,FC,2,1,0,anderson-varejao,varejan01,5,,260,3847,0.7,0.05,0.7,0.036000000000000004,2015-11-21,12.43,4.14,3000,10.63,0.0,0,11.75,2.35,5000,12.03,3.34,3600,2.9,0.198,104.1,0.536,11.75,3.36,3500,11.98,3.42,3500,10.63,0.43,25000,12.43,2.76,4500,11.98,0.0,0,3.9,2.1,1.6,0.7,0.54,0.08,15.7,19579,5,-7.11,1,1.6,0.081,77.2,0.1,0.0,2.2,4.6,2016,11.8,0.0,0,0.1,0.013000000000000001,0.9,0.159,4.5,0.134,0.494,15.2,11.75,11.75,10
326,26,0,,SF,1,1985-04-16,2429,7,Luol,81,True,False,Deng,2460,Luol Deng,9,F,2,5,0,luol-deng,denglu01,15,,220,3824,1.8,0.095,0.4,0.009000000000000001,2015-11-21,23.5,5.34,4400,19.0,0.0,0,22.6,2.5,9050,22.03,4.69,4700,3.7,0.132,100.9,0.651,21.86,4.12,5300,22.1,5.02,4400,19.0,0.26,71900,22.85,4.57,5000,22.75,0.0,0,9.6,4.4,2.8,1.8,1.0,1.0,30.1,19581,15,1.87,23,1.1,0.043,104.1,3.7,1.3,1.9,12.1,2016,21.65,0.0,0,1.0,0.018000000000000002,1.5,0.121,4.8,0.086,0.559,18.7,22.51,11.26,20
328,30,0,,SG,1,1981-03-17,2011,8,Kyle,79,True,False,Korver,2400,Kyle Korver,26,GF,2,2,0,kyle-korver,korveky01,1,,212,0,2.5,0.12,0.3,0.008,2015-11-21,22.25,4.94,4500,18.0,0.0,0,21.78,2.46,8850,20.4,4.64,4400,3.0,0.121,109.7,0.741,20.47,4.26,4800,20.65,4.86,4250,18.0,0.29,62600,21.4,4.76,4500,21.5,0.0,0,9.0,4.0,1.9,1.6,1.0,1.0,32.5,19579,1,0.38,5,0.6,0.02,112.2,4.3,1.7,2.0,11.9,2016,20.03,0.0,0,0.7,0.012,1.5,0.136,3.6,0.071,0.613,16.8,21.32,10.15,21
334,27,0,,PG,3,1984-04-17,3277,4,C.J.,74,True,False,Watson,2915,C.J. Watson,32,PG,3,4,0,cj-watson,watsocj01,22,,175,0,0.4,0.155,0.0,0.011000000000000001,2015-11-21,1.93,0.62,3100,1.48,0.0,0,1.83,0.31,5900,1.73,0.56,3100,0.2,0.081,108.7,0.625,1.76,0.49,3600,1.78,0.46,3900,1.48,0.03,55800,1.88,0.65,2900,1.83,0.0,0,0.8,0.3,0.1,0.0,0.22,0.02,2.9,19577,22,-1.37,26,0.1,0.045,82.7,0.4,0.1,0.2,0.8,2016,1.68,0.0,0,0.1,0.019,0.2,0.19399999999999998,0.3,0.064,0.474,16.0,1.81,1.81,10
340,21,0,,PG,3,1990-04-22,6454,0,Shelvin,75,True,False,Mack,3219,Shelvin Mack,10,PG,3,4,0,shelvin-mack,macksh01,1,,215,4916,0.2,0.196,0.0,0.001,2015-11-21,1.5,0.5,3000,1.1,0.0,0,1.43,0.29,5000,1.35,0.45,3000,0.2,0.11800000000000001,108.7,0.643,1.34,0.37,3600,1.35,0.39,3500,1.1,0.03,35700,1.45,0.66,2200,1.4,0.0,0,0.7,0.3,0.1,0.0,0.18,0.01,2.0,19579,1,-0.77,5,0.0,0.027999999999999997,91.4,0.3,0.1,0.2,0.8,2016,1.3,0.0,0,0.1,0.027999999999999997,0.2,0.203,0.2,0.07200000000000001,0.538,22.0,1.39,1.39,10
344,22,0,,C,3,1989-12-07,4289,1,Kevin,81,True,False,Seraphin,3123,Kevin Seraphin,13,FC,2,6,0,kevin-seraphin,serapke01,20,,275,4748,0.7,0.08800000000000001,0.7,0.028999999999999998,2015-11-21,11.08,3.69,3000,8.83,0.0,0,10.25,2.05,5000,10.6,3.53,3000,2.1,0.20199999999999999,104.6,0.5,10.31,2.71,3800,10.48,3.49,3000,8.83,0.24,36900,11.08,5.04,2200,10.48,0.0,0,3.9,2.1,1.6,0.1,0.3,0.07,12.4,19582,20,-3.06,10,1.2,0.078,92.9,0.0,0.0,1.7,4.9,2016,10.3,0.0,0,0.1,0.012,1.2,0.161,3.3,0.14,0.525,19.9,10.31,10.31,10
347,21,0,,PG,1,1990-09-06,4237,1,John,76,True,False,Wall,3097,John Wall,2,PG,3,4,0,john-wall,walljo01,30,,195,4716,6.9,0.375,0.5,0.011000000000000001,2015-11-21,33.5,3.9,8600,26.8,0.0,0,31.78,1.97,16150,30.43,4.23,7200,2.8,0.091,101.3,0.559,31.17,3.43,9100,31.35,4.71,6650,26.8,0.21,129300,32.95,3.74,8800,31.9,0.0,0,13.5,5.6,4.4,3.2,1.0,1.0,33.5,19580,30,-2.65,8,0.8,0.027999999999999997,98.1,3.9,1.1,2.3,15.7,2016,29.63,0.0,0,1.5,0.024,3.2,0.182,3.6,0.06,0.509,25.6,31.72,7.55,42
354,26,0,,C,1,1985-12-08,2384,7,Dwight,83,True,False,Howard,2458,Dwight Howard,12,FC,2,5,0,dwight-howard,howardw01,10,,265,3818,1.4,0.071,1.4,0.034,2015-11-21,34.05,4.6,7400,28.15,0.0,0,31.0,2.06,15050,31.55,4.44,7100,7.5,0.26,101.7,0.586,30.7,3.79,8100,31.25,5.0,6250,28.15,0.23,122500,32.55,4.34,7500,31.25,0.0,0,8.7,5.1,5.8,3.2,1.0,1.0,32.8,19582,10,6.35,20,3.5,0.13,111.2,0.0,0.0,3.3,13.8,2016,30.9,0.0,0,0.7,0.011000000000000001,2.6,0.19899999999999998,11.0,0.196,0.613,19.4,30.7,8.77,35
361,29,0,,C,2,1982-08-09,3247,4,Joel,81,True,False,Anthony,2899,Joel Anthony,50,FC,2,5,0,joel-anthony,anthojo01,8,,245,4339,0.1,0.018000000000000002,0.2,0.02,2015-11-21,3.7,1.23,3000,3.3,0.0,0,3.55,0.71,5000,3.63,1.21,3000,0.8,0.114,92.6,0.556,3.53,1.01,3500,3.6,1.09,3300,3.3,0.13,25000,3.7,1.68,2200,3.6,0.0,0,0.9,0.5,0.4,0.2,0.52,0.02,5.2,19580,8,-0.46,30,0.6,0.11,77.0,0.0,0.0,0.8,1.3,2016,3.58,0.0,0,0.1,0.006,0.2,0.16899999999999998,1.4,0.114,0.604,10.1,3.53,3.53,10
362,27,0,,PF,1,1984-03-24,1977,8,Chris,82,True,False,Bosh,2352,Chris Bosh,1,FC,2,4,0,chris-bosh,boshch01,15,,235,3707,2.1,0.11,1.1,0.023,2015-11-21,36.7,4.89,7500,30.9,0.0,0,35.25,2.42,14550,35.05,4.67,7500,6.7,0.198,100.6,0.604,34.65,4.28,8100,35.1,6.05,5800,30.9,0.24,131100,36.05,4.74,7600,35.75,0.0,0,14.9,7.3,4.7,3.9,1.0,1.0,34.3,19581,15,8.82,23,2.3,0.077,110.2,3.4,1.3,2.5,18.8,2016,34.58,0.0,0,0.8,0.012,1.9,0.1,9.0,0.138,0.555,25.0,35.3,10.38,34
363,25,0,,PG,2,1986-05-19,3419,3,Mario,73,True,False,Chalmers,2938,Mario Chalmers,15,G,3,4,0,mario-chalmers,chalmma01,14,,190,4496,2.6,0.218,0.2,0.008,2015-11-21,14.5,3.92,3700,11.8,0.0,0,13.93,1.7,8200,13.23,3.78,3500,1.5,0.092,105.4,0.567,13.46,3.06,4400,13.55,3.39,4000,11.8,0.19,63500,14.2,3.84,3700,13.85,0.0,0,5.4,2.1,1.8,1.6,0.98,0.23,19.4,19583,14,-3.28,27,0.3,0.013000000000000001,97.1,2.0,0.6,1.8,6.3,2016,12.9,0.0,0,1.0,0.026000000000000002,1.3,0.161,1.8,0.053,0.509,17.9,13.76,8.09,17
365,31,0,,PF,3,1980-06-09,2184,8,Udonis,80,True,False,Haslem,2412,Udonis Haslem,40,PF,2,5,0,udonis-haslem,hasleud01,15,,235,3765,0.1,0.068,0.0,0.012,2015-11-21,1.78,0.59,3000,1.58,0.0,0,1.7,0.34,5000,1.73,0.58,3000,0.5,0.233,96.0,0.6,1.69,0.48,3500,1.73,0.49,3500,1.58,0.05,35000,1.78,0.64,2800,1.73,0.0,0,0.5,0.3,0.1,0.0,0.19,0.02,2.3,19581,15,0.09,23,0.2,0.08800000000000001,97.1,0.0,0.0,0.3,0.6,2016,1.7,0.0,0,0.1,0.024,0.1,0.14800000000000002,0.7,0.157,0.551,14.9,1.69,1.69,10
367,27,0,,SF,1,1984-12-30,1966,8,LeBron,80,True,False,James,2344,LeBron James,6,F,2,6,0,lebron-james,jamesle01,5,,250,3704,6.3,0.325,0.5,0.012,2015-11-21,44.23,4.38,10100,36.03,0.0,0,42.0,2.14,19650,41.15,4.84,8500,5.1,0.152,106.7,0.591,41.65,4.12,10100,41.98,5.67,7400,36.03,0.22,163500,43.48,4.44,9800,42.73,0.0,0,18.2,8.5,6.1,3.9,1.0,1.0,36.9,19579,5,9.87,1,1.4,0.042,112.9,4.5,1.5,2.3,23.2,2016,40.4,0.0,0,1.6,0.022000000000000002,3.0,0.124,6.5,0.096,0.555,30.0,42.4,8.65,49
370,29,0,,SG,1,1982-01-17,1987,8,Dwyane,76,True,False,Wade,2354,Dwyane Wade,3,G,3,4,0,dwyane-wade,wadedw01,15,,220,3708,5.0,0.32,0.4,0.009000000000000001,2015-11-21,31.33,4.82,6500,24.68,0.0,0,29.28,2.48,11800,28.98,4.39,6600,2.9,0.091,101.1,0.503,29.28,4.18,7000,29.48,5.26,5600,24.68,0.25,97900,30.98,4.56,6800,29.83,0.0,0,14.8,6.2,4.7,3.7,1.0,1.0,31.1,19581,15,0.11,23,1.0,0.032,100.9,2.3,0.7,2.2,16.9,2016,28.23,0.0,0,1.2,0.019,3.0,0.14800000000000002,3.9,0.061,0.506,28.0,29.63,10.58,28
375,29,0,,PF,2,1982-04-16,2167,8,Boris,80,True,False,Diaw,2370,Boris Diaw,32,FC,2,5,0,boris-diaw,diawbo01,27,,245,0,2.1,0.182,0.1,0.005,2015-11-21,14.28,4.33,3300,11.83,0.0,0,13.68,2.22,6150,13.25,4.42,3000,2.6,0.152,105.3,0.573,13.37,3.43,3900,13.53,3.87,3500,11.83,0.21,56200,14.03,4.68,3000,13.78,0.0,0,5.6,2.5,1.0,0.7,0.96,0.08,19.0,19583,27,-1.17,14,0.5,0.032,102.7,1.4,0.5,1.4,6.5,2016,13.0,0.0,0,0.4,0.009000000000000001,1.0,0.154,3.1,0.092,0.539,17.6,13.62,11.35,12
385,25,0,,C,1,1986-06-03,3213,4,Al,82,True,False,Horford,2816,Al Horford,15,FC,2,5,0,al-horford,horfoal01,1,,245,4245,3.2,0.17,1.6,0.039,2015-11-21,35.58,5.08,7000,30.73,0.0,0,34.28,2.4,14300,33.88,4.46,7600,6.0,0.19899999999999998,108.2,0.598,33.8,4.51,7500,34.23,6.17,5550,30.73,0.28,111400,35.13,5.17,6800,34.68,0.0,0,13.3,6.6,3.5,3.2,1.0,1.0,33.4,19579,1,5.0,5,2.5,0.087,113.1,2.7,0.9,2.2,16.4,2016,33.43,0.0,0,0.5,0.009000000000000001,1.8,0.105,8.5,0.146,0.553,23.3,34.25,11.05,31
391,23,0,,PG,1,1988-06-10,4015,2,Jeff,74,True,False,Teague,3025,Jeff Teague,0,PG,3,6,0,jeff-teague,teaguje01,1,,180,4624,5.2,0.3,0.4,0.011000000000000001,2015-11-21,30.28,4.33,7000,24.08,0.0,0,28.7,2.18,13150,27.7,3.85,7200,2.4,0.09300000000000001,110.4,0.546,28.08,3.9,7200,28.23,5.18,5450,24.08,0.23,102900,29.78,5.32,5600,28.73,0.0,0,13.6,5.9,4.5,3.9,1.0,1.0,30.7,19579,1,-4.69,5,0.5,0.02,102.3,3.0,1.0,2.4,16.7,2016,26.93,0.0,0,1.2,0.02,3.1,0.175,2.9,0.057,0.538,27.8,28.58,9.53,30
393,0,0,,PF,2,1900-01-01,1713,0,Nene,0,True,False,Hilario,2254,Nene Hilario,0,FC,2,6,0,nene-hilario,hilarne01,30,,0,0,1.4,0.133,0.3,0.011000000000000001,2015-11-21,16.28,4.79,3400,13.08,0.0,0,15.25,1.91,8000,15.43,3.96,3900,2.5,0.156,102.2,0.539,15.26,3.72,4100,15.43,3.96,3900,13.08,0.21,63800,16.13,3.43,4700,15.58,0.0,0,6.8,3.2,2.3,1.2,0.97,0.36,19.8,19580,30,-2.01,8,0.8,0.05,97.6,0.9,0.3,2.4,8.6,2016,15.08,0.0,0,0.7,0.018000000000000002,1.4,0.16,3.3,0.10300000000000001,0.552,21.7,15.41,15.41,10
396,0,0,,PF,2,1900-01-01,2177,0,David,0,True,False,West,2367,David West,0,PF,2,4,0,david-west,westda01,27,,0,3721,0.8,0.11900000000000001,0.2,0.017,2015-11-21,9.2,2.97,3100,7.6,0.0,0,8.65,1.35,6400,8.78,2.93,3000,2.1,0.187,99.0,0.43,8.66,2.22,3900,8.8,2.2,4000,7.6,0.15,50700,9.15,2.29,4000,8.85,0.0,0,3.6,1.5,0.9,0.6,0.94,0.16,12.2,19583,27,-2.48,14,0.7,0.081,89.1,0.3,0.1,1.5,3.6,2016,8.6,0.0,0,0.4,0.016,0.7,0.158,2.8,0.134,0.448,19.4,8.71,8.71,10
399,0,0,,SF,3,1900-01-01,2009,0,James,0,True,False,Jones,2398,James Jones,0,GF,2,4,0,james-jones,jonesja02,5,,0,3752,0.1,0.040999999999999995,0.0,0.006999999999999999,2015-11-21,1.6,0.53,3000,1.25,0.0,0,1.58,0.32,5000,1.48,0.49,3000,0.2,0.095,109.3,0.786,1.49,0.43,3500,1.5,0.48,3100,1.25,0.05,25000,1.5,0.68,2200,1.6,0.0,0,0.7,0.3,0.1,0.0,0.21,0.01,2.5,19579,5,-0.85,1,0.0,0.011000000000000001,90.5,0.5,0.2,0.3,0.9,2016,1.48,0.0,0,0.1,0.009000000000000001,0.0,0.039,0.2,0.055,0.605,13.6,1.59,1.59,10
400,0,0,,C,4,1900-01-01,2834,0,Chuck,0,True,False,Hayes,2688,Chuck Hayes,0,FC,2,4,0,chuck-hayes,hayesch01,10,,0,4023,0.0,0.078,0.0,0.028999999999999998,2015-11-21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.185,102.9,0.0,0.0,0.0,3500,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19582,10,-0.02,20,0.0,0.095,95.4,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.013000000000000001,0.0,0.16399999999999998,0.0,0.14,0.0,12.3,0.0,0.0,0
401,0,0,,PF,3,1900-01-01,3220,0,Josh,0,True,False,McRoberts,2832,Josh McRoberts,0,FC,2,1,0,josh-mcroberts,mcrobjo01,15,,0,4314,0.1,0.102,0.0,0.016,2015-11-21,0.78,0.26,3000,0.58,0.0,0,0.7,0.14,5100,0.73,0.24,3000,0.2,0.14800000000000002,101.6,0.5,0.71,0.2,3500,0.73,0.24,3000,0.58,0.02,36400,0.78,0.33,2400,0.73,0.0,0,0.3,0.1,0.1,0.0,0.15,0.02,1.5,19581,15,-0.23,23,0.1,0.095,91.9,0.1,0.0,0.2,0.3,2016,0.7,0.0,0,0.0,0.011000000000000001,0.1,0.28,0.3,0.122,0.436,13.8,0.71,0.71,10
402,0,0,,PF,3,1900-01-01,3217,0,Carl,0,False,False,Landry,2844,Carl Landry,0,F,2,6,0,carl-landry,landrca01,23,,0,4309,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3500,0.0,0.0,41300,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19581,23,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
405,0,0,,PF,1,1900-01-01,2433,0,Kris,0,True,False,Humphries,2472,Kris Humphries,0,FC,2,2,0,kris-humphries,humphkr01,30,,0,3831,1.0,0.065,0.5,0.015,2015-11-21,18.0,4.5,4000,15.0,0.0,0,17.55,2.15,8150,16.98,3.95,4300,3.5,0.185,104.3,0.6,16.74,4.19,4000,17.0,4.59,3700,15.0,0.23,64700,17.45,5.82,3000,17.55,0.0,0,7.2,3.2,1.6,1.6,1.0,1.0,21.7,19580,30,-1.46,8,1.7,0.08800000000000001,101.3,2.0,1.1,2.0,7.9,2016,16.75,0.0,0,0.5,0.01,0.9,0.091,5.2,0.134,0.509,17.3,17.29,17.29,10
413,0,0,,SG,2,1900-01-01,2444,0,J.R.,0,True,False,Smith,2484,J.R. Smith,0,GF,2,0,0,jr-smith,smithjr01,5,,0,3835,2.7,0.134,0.3,0.006999999999999999,2015-11-21,26.8,6.09,4400,20.7,0.0,0,25.63,3.14,8150,24.75,6.19,4000,3.9,0.11900000000000001,110.7,0.652,24.81,4.96,5000,25.05,6.11,4100,20.7,0.34,60400,25.8,6.45,4000,26.05,0.0,0,11.3,4.7,2.9,0.8,0.99,0.45,33.8,19579,5,-4.14,1,0.9,0.027000000000000003,105.2,5.4,2.0,2.4,13.7,2016,24.38,0.0,0,1.1,0.015,1.5,0.109,4.8,0.07200000000000001,0.54,18.9,25.81,14.34,18
471,0,0,,PG,2,1900-01-01,4004,0,Patrick,0,True,False,Mills,3027,Patrick Mills,0,PG,3,0,0,patrick-mills,millspa02,27,,0,4660,1.7,0.135,0.1,0.005,2015-11-21,14.9,4.26,3500,10.95,0.0,0,14.38,1.96,7350,13.43,4.07,3300,1.5,0.084,105.6,0.653,13.51,3.46,3900,13.6,0.0,0,10.95,0.17,63000,14.1,6.41,2200,14.4,0.0,0,7.5,3.0,1.6,0.8,0.97,0.25,21.8,19583,27,-2.5,14,0.3,0.017,100.2,3.8,1.6,1.9,8.4,2016,13.18,0.0,0,0.6,0.017,1.0,0.105,1.8,0.051,0.512,19.3,14.31,14.31,10
472,0,0,,SG,3,1900-01-01,4023,0,Garrett,0,True,False,Temple,3083,Garrett Temple,0,G,3,0,0,garrett-temple,templga01,30,,0,4682,0.5,0.138,0.0,0.005,2015-11-21,3.8,1.09,3500,3.0,0.0,0,3.7,0.74,5000,3.45,1.15,3000,0.5,0.11699999999999999,105.1,0.662,3.47,0.96,3600,3.5,0.9,3900,3.0,0.08,36800,3.65,1.66,2200,3.65,0.0,0,1.5,0.6,0.5,0.4,0.87,0.17,5.7,19580,30,-1.14,8,0.1,0.027000000000000003,94.5,0.8,0.3,0.6,1.9,2016,3.38,0.0,0,0.2,0.025,0.3,0.14,0.6,0.071,0.55,15.6,3.62,3.62,10
480,0,0,,SG,3,1900-01-01,2421,0,Sasha,0,True,False,Vujacic,2547,Sasha Vujacic,0,SG,3,0,0,sasha-vujacic,vujacsa01,20,,0,3844,0.3,0.11199999999999999,0.1,0.016,2015-11-21,3.5,1.09,3200,2.75,0.0,0,3.35,0.67,5000,3.25,0.83,3900,0.6,0.132,107.2,0.714,3.21,0.92,3500,3.25,0.88,3700,2.75,0.08,36000,3.4,1.42,2400,3.35,0.0,0,1.4,0.6,0.3,0.1,0.33,0.08,5.2,19582,20,-2.39,10,0.2,0.026000000000000002,80.6,0.8,0.2,0.5,1.5,2016,3.18,0.0,0,0.2,0.022000000000000002,0.3,0.16899999999999998,0.8,0.08,0.49,15.2,3.31,3.31,10
488,0,0,,SF,3,1900-01-01,1705,0,Caron,0,True,False,Butler,2251,Caron Butler,0,SF,2,5,0,caron-butler,butleca01,26,,0,3608,0.1,0.061,0.0,0.003,2015-11-21,1.43,0.48,3000,1.13,0.0,0,1.38,0.28,5000,1.33,0.44,3000,0.2,0.07200000000000001,107.5,0.6,1.31,0.37,3500,1.33,0.38,3500,1.13,0.05,25000,1.38,0.63,2200,1.38,0.0,0,0.5,0.2,0.1,0.0,0.18,0.04,2.1,19577,26,-0.49,22,0.1,0.06,95.0,0.2,0.1,0.3,0.7,2016,1.3,0.0,0,0.1,0.017,0.1,0.099,0.3,0.065,0.643,13.4,1.36,1.36,10
508,0,0,,C,3,1900-01-01,1727,0,Amar'e,0,True,False,Stoudemire,2255,Amar'e Stoudemire,0,FC,2,4,0,amare-stoudemire,stoudam01,15,,0,0,0.1,0.048,0.1,0.017,2015-11-21,4.78,1.59,3000,3.93,0.0,0,4.5,0.9,5000,4.63,1.54,3000,0.8,0.17300000000000001,97.5,0.611,4.51,1.19,3800,4.58,1.24,3700,3.93,0.06,63700,4.73,1.48,3200,4.63,0.0,0,1.8,1.0,0.7,0.2,0.34,0.06,5.4,19581,15,2.06,23,0.5,0.111,115.5,0.2,0.1,0.7,2.7,2016,4.55,0.0,0,0.1,0.013000000000000001,0.3,0.107,1.3,0.139,0.64,20.2,4.56,4.56,10
517,0,0,,PF,3,1900-01-01,6485,0,Lance,0,True,False,Thomas,3280,Lance Thomas,0,GF,2,0,0,lance-thomas,thomala01,20,,0,4966,0.7,0.061,0.0,0.001,2015-11-21,7.68,2.56,3000,5.18,0.0,0,7.18,1.44,5000,6.93,2.31,3000,1.6,0.126,110.5,0.536,6.79,1.94,3500,6.88,2.08,3300,5.18,0.2,25700,7.33,3.33,2200,7.23,0.0,0,3.9,1.6,1.2,0.1,0.34,0.02,15.1,19582,20,-9.77,10,0.1,0.022000000000000002,77.7,1.6,0.7,1.6,4.4,2016,6.7,0.0,0,0.1,0.012,0.9,0.11900000000000001,1.7,0.073,0.476,18.0,7.14,7.14,10
